,HSHD_NUM,L,AGE_RANGE,MARITAL,INCOME_RANGE,HOMEOWNER,HSHD_COMPOSITION,HH_SIZE,CHILDREN,BASKET_NUM,PURCHASE_,PRODUCT_NUM,SPEND,UNITS,STORE_R,WEEK_NUM,YEAR,DEPARTMENT,COMMODITY,BRAND_TY,NATURAL_ORGANIC_FLAG
624077,151,N,75+                                                                                                                                                                                                     ,Single ,35-49K                                                                                                                                                                                                  ,Homeowner,Single Male      ,1                                                                                                                                                                                                       ,,78106,2020-06-05,6827,35.96,4,EAST   ,22,2020,FOOD                      ,PRODUCE                   ,NATIONAL,N
664098,151,N,75+                                                                                                                                                                                                     ,Single ,35-49K                                                                                                                                                                                                  ,Homeowner,Single Male      ,1                                                                                                                                                                                                       ,,80636,2020-07-01,6827,8.99,1,EAST   ,26,2020,FOOD                      ,PRODUCE                   ,NATIONAL,N
893482,151,N,75+                                                                                                                                                                                                     ,Single ,35-49K                                                                                                                                                                                                  ,Homeowner,Single Male      ,1                                                                                                                                                                                                       ,,9699,2018-11-03,33029,1.49,1,EAST   ,43,2018,FOOD                      ,IN STORE FOOD SERVICE     ,NATIONAL,N
237263,151,N,75+                                                                                                                                                                                                     ,Single ,35-49K                                                                                                                                                                                                  ,Homeowner,Single Male      ,1                                                                                                                                                                                                       ,,13800,2018-12-06,64792,1.75,1,EAST   ,48,2018,FOOD                      ,INTERNATIONAL FOOD        ,NATIONAL,N
483559,151,N,75+                                                                                                                                                                                                     ,Single ,35-49K                                                                                                                                                                                                  ,Homeowner,Single Male      ,1                                                                                                                                                                                                       ,,6697,2018-10-10,8946,2.32,1,EAST   ,40,2018,NON-FOOD                  ,HOUSEHOLD                 ,PRIVATE ,N
99631,151,N,75+                                                                                                                                                                                                     ,Single ,35-49K                                                                                                                                                                                                  ,Homeowner,Single Male      ,1                                                                                                                                                                                                       ,,36671,2019-06-11,33382,3.95,1,EAST   ,23,2019,FOOD                      ,IN STORE FOOD SERVICE     ,NATIONAL,N
687766,151,N,75+                                                                                                                                                                                                     ,Single ,35-49K                                                                                                                                                                                                  ,Homeowner,Single Male      ,1                                                                                                                                                                                                       ,,36878,2019-06-13,33382,3.95,1,EAST   ,23,2019,FOOD                      ,IN STORE FOOD SERVICE     ,NATIONAL,N
110732,151,N,75+                                                                                                                                                                                                     ,Single ,35-49K                                                                                                                                                                                                  ,Homeowner,Single Male      ,1                                                                                                                                                                                                       ,,71383,2020-03-30,33442,4.45,1,EAST   ,13,2020,FOOD                      ,IN STORE FOOD SERVICE     ,NATIONAL,N
328456,151,N,75+                                                                                                                                                                                                     ,Single ,35-49K                                                                                                                                                                                                  ,Homeowner,Single Male      ,1                                                                                                                                                                                                       ,,40461,2019-07-13,32731,1.78,2,EAST   ,27,2019,FOOD                      ,SPECIALTY FOOD            ,NATIONAL,N
333596,151,N,75+                                                                                                                                                                                                     ,Single ,35-49K                                                                                                                                                                                                  ,Homeowner,Single Male      ,1                                                                                                                                                                                                       ,,41281,2019-07-19,32731,1.78,2,EAST   ,28,2019,FOOD                      ,SPECIALTY FOOD            ,NATIONAL,N
139355,151,N,75+                                                                                                                                                                                                     ,Single ,35-49K                                                                                                                                                                                                  ,Homeowner,Single Male      ,1                                                                                                                                                                                                       ,,19518,2019-01-22,8589,0.8,2,EAST   ,3,2019,NON-FOOD                  ,HOUSEHOLD                 ,PRIVATE ,N
382627,151,N,75+                                                                                                                                                                                                     ,Single ,35-49K                                                                                                                                                                                                  ,Homeowner,Single Male      ,1                                                                                                                                                                                                       ,,11120,2018-11-14,8589,2.0,5,EAST   ,45,2018,NON-FOOD                  ,HOUSEHOLD                 ,PRIVATE ,N
202422,151,N,75+                                                                                                                                                                                                     ,Single ,35-49K                                                                                                                                                                                                  ,Homeowner,Single Male      ,1                                                                                                                                                                                                       ,,30714,2019-04-24,33466,2.55,1,EAST   ,16,2019,FOOD                      ,IN STORE FOOD SERVICE     ,NATIONAL,N
330482,151,N,75+                                                                                                                                                                                                     ,Single ,35-49K                                                                                                                                                                                                  ,Homeowner,Single Male      ,1                                                                                                                                                                                                       ,,20083,2019-01-26,33466,2.55,1,EAST   ,3,2019,FOOD                      ,IN STORE FOOD SERVICE     ,NATIONAL,N
619874,151,N,75+                                                                                                                                                                                                     ,Single ,35-49K                                                                                                                                                                                                  ,Homeowner,Single Male      ,1                                                                                                                                                                                                       ,,33053,2019-05-13,33466,2.55,1,EAST   ,19,2019,FOOD                      ,IN STORE FOOD SERVICE     ,NATIONAL,N
776482,151,N,75+                                                                                                                                                                                                     ,Single ,35-49K                                                                                                                                                                                                  ,Homeowner,Single Male      ,1                                                                                                                                                                                                       ,,50844,2019-10-07,33466,2.85,1,EAST   ,40,2019,FOOD                      ,IN STORE FOOD SERVICE     ,NATIONAL,N
227393,151,N,75+                                                                                                                                                                                                     ,Single ,35-49K                                                                                                                                                                                                  ,Homeowner,Single Male      ,1                                                                                                                                                                                                       ,,26059,2019-03-17,33566,3.95,1,EAST   ,11,2019,FOOD                      ,IN STORE FOOD SERVICE     ,NATIONAL,N
581662,151,N,75+                                                                                                                                                                                                     ,Single ,35-49K                                                                                                                                                                                                  ,Homeowner,Single Male      ,1                                                                                                                                                                                                       ,,15796,2018-12-22,32759,4.49,1,EAST   ,50,2018,FOOD                      ,SPECIALTY FOOD            ,PRIVATE ,N
291450,151,N,75+                                                                                                                                                                                                     ,Single ,35-49K                                                                                                                                                                                                  ,Homeowner,Single Male      ,1                                                                                                                                                                                                       ,,71383,2020-03-30,33961,3.65,1,EAST   ,13,2020,FOOD                      ,DELI                      ,NATIONAL,N
487924,151,N,75+                                                                                                                                                                                                     ,Single ,35-49K                                                                                                                                                                                                  ,Homeowner,Single Male      ,1                                                                                                                                                                                                       ,,72505,2020-04-10,33961,3.65,1,EAST   ,14,2020,FOOD                      ,DELI                      ,NATIONAL,N
618216,151,N,75+                                                                                                                                                                                                     ,Single ,35-49K                                                                                                                                                                                                  ,Homeowner,Single Male      ,1                                                                                                                                                                                                       ,,70148,2020-03-18,33961,3.65,1,EAST   ,11,2020,FOOD                      ,DELI                      ,NATIONAL,N
701254,151,N,75+                                                                                                                                                                                                     ,Single ,35-49K                                                                                                                                                                                                  ,Homeowner,Single Male      ,1                                                                                                                                                                                                       ,,49836,2019-09-29,34104,4.45,1,EAST   ,39,2019,NON-FOOD                  ,GIFT                      ,NATIONAL,N
845380,151,N,75+                                                                                                                                                                                                     ,Single ,35-49K                                                                                                                                                                                                  ,Homeowner,Single Male      ,1                                                                                                                                                                                                       ,,9700,2018-11-03,18819,3.45,1,EAST   ,43,2018,FOOD                      ,GROCERY STAPLE            ,PRIVATE ,N
417493,99,Y,null                                                                                                                                                                                                    ,Married,50-74K                                                                                                                                                                                                  ,null     ,2 Adults         ,2                                                                                                                                                                                                       ,,76059,2020-05-17,9276,0.79,1,SOUTH  ,20,2020,NON-FOOD                  ,HOUSEHOLD                 ,NATIONAL,N
673056,99,Y,null                                                                                                                                                                                                    ,Married,50-74K                                                                                                                                                                                                  ,null     ,2 Adults         ,2                                                                                                                                                                                                       ,,48841,2019-09-21,9276,0.79,1,SOUTH  ,37,2019,NON-FOOD                  ,HOUSEHOLD                 ,NATIONAL,N
3376,99,Y,null                                                                                                                                                                                                    ,Married,50-74K                                                                                                                                                                                                  ,null     ,2 Adults         ,2                                                                                                                                                                                                       ,,18353,2019-01-12,8490,0.5,1,SOUTH  ,1,2019,FOOD                      ,DRY GOODS                 ,NATIONAL,N
39651,99,Y,null                                                                                                                                                                                                    ,Married,50-74K                                                                                                                                                                                                  ,null     ,2 Adults         ,2                                                                                                                                                                                                       ,,9687,2018-11-03,8490,0.79,1,SOUTH  ,43,2018,FOOD                      ,DRY GOODS                 ,NATIONAL,N
9850,99,Y,null                                                                                                                                                                                                    ,Married,50-74K                                                                                                                                                                                                  ,null     ,2 Adults         ,2                                                                                                                                                                                                       ,,52546,2019-10-21,8436,1.48,1,SOUTH  ,42,2019,FOOD                      ,DRY GOODS                 ,NATIONAL,N
13294,99,Y,null                                                                                                                                                                                                    ,Married,50-74K                                                                                                                                                                                                  ,null     ,2 Adults         ,2                                                                                                                                                                                                       ,,70547,2020-03-21,8436,1.04,1,SOUTH  ,11,2020,FOOD                      ,DRY GOODS                 ,NATIONAL,N
16341,99,Y,null                                                                                                                                                                                                    ,Married,50-74K                                                                                                                                                                                                  ,null     ,2 Adults         ,2                                                                                                                                                                                                       ,,81595,2020-07-12,8436,0.95,1,SOUTH  ,28,2020,FOOD                      ,DRY GOODS                 ,NATIONAL,N
48744,99,Y,null                                                                                                                                                                                                    ,Married,50-74K                                                                                                                                                                                                  ,null     ,2 Adults         ,2                                                                                                                                                                                                       ,,9687,2018-11-03,8436,1.34,1,SOUTH  ,43,2018,FOOD                      ,DRY GOODS                 ,NATIONAL,N
53555,99,Y,null                                                                                                                                                                                                    ,Married,50-74K                                                                                                                                                                                                  ,null     ,2 Adults         ,2                                                                                                                                                                                                       ,,83242,2020-07-25,8436,1.42,1,SOUTH  ,29,2020,FOOD                      ,DRY GOODS                 ,NATIONAL,N
56153,99,Y,null                                                                                                                                                                                                    ,Married,50-74K                                                                                                                                                                                                  ,null     ,2 Adults         ,2                                                                                                                                                                                                       ,,57529,2019-12-02,8436,1.17,1,SOUTH  ,48,2019,FOOD                      ,DRY GOODS                 ,NATIONAL,N
65476,99,Y,null                                                                                                                                                                                                    ,Married,50-74K                                                                                                                                                                                                  ,null     ,2 Adults         ,2                                                                                                                                                                                                       ,,61038,2019-12-30,8436,1.15,1,SOUTH  ,52,2019,FOOD                      ,DRY GOODS                 ,NATIONAL,N
70179,99,Y,null                                                                                                                                                                                                    ,Married,50-74K                                                                                                                                                                                                  ,null     ,2 Adults         ,2                                                                                                                                                                                                       ,,31507,2019-05-01,8436,0.98,1,SOUTH  ,17,2019,FOOD                      ,DRY GOODS                 ,NATIONAL,N
77674,99,Y,null                                                                                                                                                                                                    ,Married,50-74K                                                                                                                                                                                                  ,null     ,2 Adults         ,2                                                                                                                                                                                                       ,,63191,2020-01-18,8436,1.14,1,SOUTH  ,2,2020,FOOD                      ,DRY GOODS                 ,NATIONAL,N
80230,99,Y,null                                                                                                                                                                                                    ,Married,50-74K                                                                                                                                                                                                  ,null     ,2 Adults         ,2                                                                                                                                                                                                       ,,62543,2020-01-12,8436,0.97,1,SOUTH  ,2,2020,FOOD                      ,DRY GOODS                 ,NATIONAL,N
81817,99,Y,null                                                                                                                                                                                                    ,Married,50-74K                                                                                                                                                                                                  ,null     ,2 Adults         ,2                                                                                                                                                                                                       ,,32059,2019-05-05,8436,1.14,1,SOUTH  ,18,2019,FOOD                      ,DRY GOODS                 ,NATIONAL,N
82771,99,Y,null                                                                                                                                                                                                    ,Married,50-74K                                                                                                                                                                                                  ,null     ,2 Adults         ,2                                                                                                                                                                                                       ,,65539,2020-02-08,8436,1.07,1,SOUTH  ,5,2020,FOOD                      ,DRY GOODS                 ,NATIONAL,N
91558,99,Y,null                                                                                                                                                                                                    ,Married,50-74K                                                                                                                                                                                                  ,null     ,2 Adults         ,2                                                                                                                                                                                                       ,,19371,2019-01-20,8436,1.05,1,SOUTH  ,3,2019,FOOD                      ,DRY GOODS                 ,NATIONAL,N
102315,99,Y,null                                                                                                                                                                                                    ,Married,50-74K                                                                                                                                                                                                  ,null     ,2 Adults         ,2                                                                                                                                                                                                       ,,43206,2019-08-05,8436,0.95,1,SOUTH  ,31,2019,FOOD                      ,DRY GOODS                 ,NATIONAL,N
105726,99,Y,null                                                                                                                                                                                                    ,Married,50-74K                                                                                                                                                                                                  ,null     ,2 Adults         ,2                                                                                                                                                                                                       ,,71997,2020-04-05,8436,1.28,1,SOUTH  ,14,2020,FOOD                      ,DRY GOODS                 ,NATIONAL,N
112490,99,Y,null                                                                                                                                                                                                    ,Married,50-74K                                                                                                                                                                                                  ,null     ,2 Adults         ,2                                                                                                                                                                                                       ,,44896,2019-08-18,8436,1.05,1,SOUTH  ,33,2019,FOOD                      ,DRY GOODS                 ,NATIONAL,N
131996,99,Y,null                                                                                                                                                                                                    ,Married,50-74K                                                                                                                                                                                                  ,null     ,2 Adults         ,2                                                                                                                                                                                                       ,,24424,2019-03-03,8436,1.04,1,SOUTH  ,9,2019,FOOD                      ,DRY GOODS                 ,NATIONAL,N
133257,99,Y,null                                                                                                                                                                                                    ,Married,50-74K                                                                                                                                                                                                  ,null     ,2 Adults         ,2                                                                                                                                                                                                       ,,67889,2020-02-29,8436,1.04,1,SOUTH  ,8,2020,FOOD                      ,DRY GOODS                 ,NATIONAL,N
136667,99,Y,null                                                                                                                                                                                                    ,Married,50-74K                                                                                                                                                                                                  ,null     ,2 Adults         ,2                                                                                                                                                                                                       ,,12470,2018-11-25,8436,0.84,1,SOUTH  ,47,2018,FOOD                      ,DRY GOODS                 ,NATIONAL,N
143536,99,Y,null                                                                                                                                                                                                    ,Married,50-74K                                                                                                                                                                                                  ,null     ,2 Adults         ,2                                                                                                                                                                                                       ,,76059,2020-05-17,8436,1.23,1,SOUTH  ,20,2020,FOOD                      ,DRY GOODS                 ,NATIONAL,N
151124,99,Y,null                                                                                                                                                                                                    ,Married,50-74K                                                                                                                                                                                                  ,null     ,2 Adults         ,2                                                                                                                                                                                                       ,,78239,2020-06-07,8436,1.13,1,SOUTH  ,23,2020,FOOD                      ,DRY GOODS                 ,NATIONAL,N
162590,99,Y,null                                                                                                                                                                                                    ,Married,50-74K                                                                                                                                                                                                  ,null     ,2 Adults         ,2                                                                                                                                                                                                       ,,37338,2019-06-16,8436,1.21,1,SOUTH  ,24,2019,FOOD                      ,DRY GOODS                 ,NATIONAL,N
187748,99,Y,null                                                                                                                                                                                                    ,Married,50-74K                                                                                                                                                                                                  ,null     ,2 Adults         ,2                                                                                                                                                                                                       ,,43844,2019-08-10,8436,1.39,1,SOUTH  ,31,2019,FOOD                      ,DRY GOODS                 ,NATIONAL,N
213191,99,Y,null                                                                                                                                                                                                    ,Married,50-74K                                                                                                                                                                                                  ,null     ,2 Adults         ,2                                                                                                                                                                                                       ,,53843,2019-11-02,8436,1.39,1,SOUTH  ,43,2019,FOOD                      ,DRY GOODS                 ,NATIONAL,N
217713,99,Y,null                                                                                                                                                                                                    ,Married,50-74K                                                                                                                                                                                                  ,null     ,2 Adults         ,2                                                                                                                                                                                                       ,,38160,2019-06-23,8436,1.27,1,SOUTH  ,25,2019,FOOD                      ,DRY GOODS                 ,NATIONAL,N
228441,99,Y,null                                                                                                                                                                                                    ,Married,50-74K                                                                                                                                                                                                  ,null     ,2 Adults         ,2                                                                                                                                                                                                       ,,65033,2020-02-04,8436,1.05,1,SOUTH  ,5,2020,FOOD                      ,DRY GOODS                 ,NATIONAL,N
232483,99,Y,null                                                                                                                                                                                                    ,Married,50-74K                                                                                                                                                                                                  ,null     ,2 Adults         ,2                                                                                                                                                                                                       ,,21144,2019-02-03,8436,0.72,1,SOUTH  ,5,2019,FOOD                      ,DRY GOODS                 ,NATIONAL,N
239455,99,Y,null                                                                                                                                                                                                    ,Married,50-74K                                                                                                                                                                                                  ,null     ,2 Adults         ,2                                                                                                                                                                                                       ,,2863,2018-09-09,8436,0.98,1,SOUTH  ,36,2018,FOOD                      ,DRY GOODS                 ,NATIONAL,N
240545,99,Y,null                                                                                                                                                                                                    ,Married,50-74K                                                                                                                                                                                                  ,null     ,2 Adults         ,2                                                                                                                                                                                                       ,,42245,2019-07-28,8436,1.23,1,SOUTH  ,30,2019,FOOD                      ,DRY GOODS                 ,NATIONAL,N
243480,99,Y,null                                                                                                                                                                                                    ,Married,50-74K                                                                                                                                                                                                  ,null     ,2 Adults         ,2                                                                                                                                                                                                       ,,58224,2019-12-08,8436,1.16,1,SOUTH  ,49,2019,FOOD                      ,DRY GOODS                 ,NATIONAL,N
249656,99,Y,null                                                                                                                                                                                                    ,Married,50-74K                                                                                                                                                                                                  ,null     ,2 Adults         ,2                                                                                                                                                                                                       ,,8967,2018-10-28,8436,1.05,1,SOUTH  ,43,2018,FOOD                      ,DRY GOODS                 ,NATIONAL,N
309663,99,Y,null                                                                                                                                                                                                    ,Married,50-74K                                                                                                                                                                                                  ,null     ,2 Adults         ,2                                                                                                                                                                                                       ,,80433,2020-06-29,8436,1.23,1,SOUTH  ,26,2020,FOOD                      ,DRY GOODS                 ,NATIONAL,N
330541,99,Y,null                                                                                                                                                                                                    ,Married,50-74K                                                                                                                                                                                                  ,null     ,2 Adults         ,2                                                                                                                                                                                                       ,,21653,2019-02-09,8436,1.17,1,SOUTH  ,5,2019,FOOD                      ,DRY GOODS                 ,NATIONAL,N
